District,SA (ft2),Price(HK$),Date,Floor,Price/ft2(SA),Estate,District1
Luk Yeung,445,15000,2022-04-05 00:00:00,M,33.71,Luk Yeung Sun Chuen,TSUEN WAN
Sai Wan Ho,493,22500,2022-04-05 00:00:00,L,45.64,Grand Promenade,EASTERN
Tuen Mun Town Centre,272,10000,2022-04-05 00:00:00,H,36.76,The Trend Plaza,TUEN MUN
Lohas Park,505,15500,2022-04-05 00:00:00,L,30.69,Lohas Park,SAI KUNG
Shek Tong Tsui,268,17000,2022-04-05 00:00:00,H,63.43,One South Lane,CENTRAL & WESTERN
Kowloon Station,595,29000,2022-04-05 00:00:00,H,48.74,Grand Austin,YAU TSIM MONG
Tsuen King Circuit,307,10300,2022-04-05 00:00:00,L,33.55,Tsuen Wan Centre,TSUEN WAN
Ma On Shan,221,10800,2022-04-05 00:00:00,H,48.87,Blossom,EASTERN
Tsing Yi,520,15000,2022-04-05 00:00:00,M,28.85,Tierra Verde,KWAI TSING
Yau Yat Tsuen,675,26000,2022-04-05 00:00:00,M,38.52,Parc Oasis,SHAM SHUI PO
North Point Mid-Levels,1090,42800,2022-04-04 00:00:00,L,39.27,Braemar Hill Mansions,EASTERN
Mid-Levels West,524,21000,2022-04-04 00:00:00,L,40.08,Primrose Court,CENTRAL & WESTERN
Kai Tak New Area,331,14500,2022-04-04 00:00:00,M,43.81,Summit,YAU TSIM MONG
To Kwa Wan,363,16000,2022-04-04 00:00:00,L,44.08,Upper East,KOWLOON CITY
Tin Shui Wai,432,12600,2022-04-04 00:00:00,H,29.17,Wetland Seasons Park,YUEN LONG
North Point Mid-Levels,751,33000,2022-04-04 00:00:00,L,43.94,Pacific Palisades,EASTERN
Lohas Park,478,15800,2022-04-04 00:00:00,M,33.05,Lohas Park,SAI KUNG
Lohas Park,307,12800,2022-04-04 00:00:00,H,41.69,Lohas Park,SAI KUNG
Hang Hau,488,16000,2022-04-04 00:00:00,L,32.79,Residence Oasis,SAI KUNG
Lai King,487,13500,2022-04-04 00:00:00,H,27.72,Highland Park,KWAI TSING
Lohas Park,756,25000,2022-04-04 00:00:00,H,33.07,Lohas Park,SAI KUNG
Ma Wan,520,13300,2022-04-04 00:00:00,L,25.58,Park Island,TSUEN WAN
Ma Wan,715,20000,2022-04-04 00:00:00,H,27.97,Park Island,TSUEN WAN
Mid-Levels Central,2218,82000,2022-04-04 00:00:00,L,36.97,May Tower,CENTRAL & WESTERN
Tuen Mun Town Centre,1462,48000,2022-04-04 00:00:00,H,32.83,Century Gateway,TUEN MUN
Mid-Levels West,661,26000,2022-04-04 00:00:00,H,39.33,Scholastic Garden,CENTRAL & WESTERN
Sham Shui Po,306,13300,2022-04-04 00:00:00,M,43.46,Hyde Park,SHAM SHUI PO
Tung Chung Town Centre,757,18000,2022-04-04 00:00:00,H,23.78,Caribbean Coast,ISLANDS
Shap Pat Heung,308,9500,2022-04-04 00:00:00,M,30.84,Park Signature,YUEN LONG
Ha Kwai Chung,400,16000,2022-04-04 00:00:00,L,40.0,New Kwai Fong Gardens,KWAI TSING
Tsuen Wan West,306,13800,2022-04-04 00:00:00,M,45.1,The Pavilia Bay,TSUEN WAN
Sai Wan Ho,209,12500,2022-04-04 00:00:00,M,59.81,Parker33,EASTERN
Lohas Park,760,21000,2022-04-04 00:00:00,H,27.63,Lohas Park,SAI KUNG
Tai Wai,340,12500,2022-04-04 00:00:00,M,36.76,Grandeur Garden,SHA TIN
Taikoo Shing,502,17500,2022-04-04 00:00:00,L,34.86,Taikoo Shing,EASTERN
Tuen Mun San Hui,170,7800,2022-04-04 00:00:00,M,45.88,T Plus,TUEN MUN
Wan Chai,315,15500,2022-04-03 00:00:00,L,49.21,wanchai,WAN CHAI
Whampoa,1009,37500,2022-04-03 00:00:00,H,37.17,Royal Peninsula,KOWLOON CITY
Tin Hau,507,20000,2022-04-03 00:00:00,M,39.45,Diva,WAN CHAI
Tung Chung Town Centre,516,14500,2022-04-03 00:00:00,M,28.1,Seaview Crescent,ISLANDS
Kowloon Bay,512,16000,2022-04-03 00:00:00,H,31.25,Telford Gardens,KWUN TONG
Discovery Park,600,17200,2022-04-03 00:00:00,H,28.67,Discovery Park,TSUEN WAN
Po Lam,554,15000,2022-04-03 00:00:00,L,27.08,Ying Ming Court,SAI KUNG
Tseung Kwan O,470,18000,2022-04-03 00:00:00,M,38.3,Savannah,SAI KUNG
Kam Tin,403,11800,2022-04-03 00:00:00,L,29.28,Park Yoho,YUEN LONG
Nam Cheong Station,354,18000,2022-04-03 00:00:00,H,50.85,Cullinan West,SHAM SHUI PO
Quarry Bay,379,18000,2022-04-03 00:00:00,H,47.49,Westlands Court,EASTERN
Laguna,910,36000,2022-04-03 00:00:00,H,39.56,Laguna Verde,KOWLOON CITY
Lohas Park,743,21500,2022-04-03 00:00:00,L,28.94,Lohas Park,SAI KUNG
Lohas Park,465,14800,2022-04-03 00:00:00,M,31.83,Lohas Park,SAI KUNG
Sai Ying Pun,269,16000,2022-04-03 00:00:00,H,59.48,Artlane,CENTRAL & WESTERN
Sai Wan Ho,209,12500,2022-04-03 00:00:00,M,59.81,Parker33,EASTERN
Sai Wan Ho,685,32000,2022-04-03 00:00:00,H,46.72,Grand Promenade,EASTERN
Tuen Mun San Hui,224,8000,2022-04-03 00:00:00,M,35.71,Kar Wah Building,TUEN MUN
Olympic Station,466,21500,2022-04-03 00:00:00,H,46.14,Park Avenue,YAU TSIM MONG
Lam Tei,396,9300,2022-04-03 00:00:00,M,23.48,The Sherwood,TUEN MUN
Lohas Park,450,15300,2022-04-02 00:00:00,M,34.0,Lohas Park,SAI KUNG
Olympic Station,550,21500,2022-04-02 00:00:00,M,39.09,The Long Beach,YAU TSIM MONG
Yau Tong,716,24000,2022-04-02 00:00:00,L,33.52,Maya,KWUN TONG
Lohas Park,380,13800,2022-04-02 00:00:00,M,36.32,Lohas Park,SAI KUNG
Tuen Mun San Hui,164,7800,2022-04-02 00:00:00,M,47.56,T Plus,TUEN MUN
Hung Hom Station,496,19500,2022-04-02 00:00:00,H,39.31,The Metropolis Residence,YAU TSIM MONG
Residence Bel-air,1365,61000,2022-04-02 00:00:00,L,44.69,Air,SOUTHERN
Kennedy Town,521,26500,2022-04-02 00:00:00,L,50.86,Manhattan Heights,CENTRAL & WESTERN
Tseung Kwan O,362,16200,2022-04-02 00:00:00,M,44.75,The Wings,SAI KUNG
So Kwun Wat,1260,30000,2022-04-02 00:00:00,H,23.81,Avignon,TUEN MUN
Mid-Levels West,305,18500,2022-04-01 00:00:00,M,60.66,The Pierre,CENTRAL & WESTERN
Pok Fu Lam,703,25500,2022-04-01 00:00:00,H,36.27,Pokfulam Gardens,SOUTHERN
Wan Chai,552,34000,2022-04-01 00:00:00,H,61.59,The Avenue,WAN CHAI
Sheung Kwai Chung,282,9500,2022-04-01 00:00:00,L,33.69,Po Sing Centre,KWAI TSING
Tung Chung Town Centre,527,13000,2022-04-01 00:00:00,M,24.67,Tung Chung Crescent,ISLANDS
Ho Man Tin,494,19800,2022-04-01 00:00:00,H,40.08,One Homantin,KOWLOON CITY
Sha Tin,283,11300,2022-04-01 00:00:00,H,39.93,Hilton Plaza,SHA TIN
Tai Wai,336,11500,2022-04-01 00:00:00,L,34.23,Golden Lion Garden,SHA TIN
Sai Ying Pun,523,25000,2022-04-01 00:00:00,M,47.8,Bohemian House,CENTRAL & WESTERN
Mid-Levels West,1012,68000,2022-04-01 00:00:00,M,67.19,Alassio,CENTRAL & WESTERN
Ma On Shan,705,24200,2022-04-01 00:00:00,H,34.33,Ocean View,SHA TIN
Fanling,1798,39800,2022-04-01 00:00:00,Others,22.14,The Green,NORTH
Fanling,520,13800,2022-04-01 00:00:00,L,26.54,Fanling Centre,NORTH
Fanling,399,10000,2022-04-01 00:00:00,L,25.06,Fanling Town Center,NORTH
Kennedy Town,401,16500,2022-04-01 00:00:00,L,41.15,University Heights,CENTRAL & WESTERN
Tsuen Wan West,391,17500,2022-04-01 00:00:00,L,44.76,Ocean Pride,TSUEN WAN
Tsuen Wan West,769,30000,2022-04-01 00:00:00,H,39.01,Parc City,TSUEN WAN
Ho Man Tin,498,20000,2022-04-01 00:00:00,M,40.16,One Homantin,KOWLOON CITY
North Point Mid-Levels,654,26800,2022-04-01 00:00:00,L,40.98,Coral Court,EASTERN
Tai Po Town Centre,379,12500,2022-04-01 00:00:00,M,32.98,Tai Po Centre,TAI PO
So Kwun Wat,450,11000,2022-04-01 00:00:00,L,24.44,Oma Oma,SOUTHERN
Lam Tin,612,19000,2022-04-01 00:00:00,M,31.05,Sceneway Garden,KWUN TONG
Belvedere,644,20300,2022-04-01 00:00:00,H,31.52,Serenade Cove,TSUEN WAN
Tsuen Wan West,527,18800,2022-04-01 00:00:00,L,35.67,Ocean Pride,TSUEN WAN
Tuen Mun Ferry Pier,442,12500,2022-04-01 00:00:00,M,28.28,Miami Beach Towers,TUEN MUN
Tuen Mun Ferry Pier,415,11000,2022-04-01 00:00:00,L,26.51,Siu Hei Court,TUEN MUN
Tuen Mun South,336,11000,2022-04-01 00:00:00,L,32.74,The Esplanade,TUEN MUN
Po Lam,631,20500,2022-04-01 00:00:00,H,32.49,The Metro City,SAI KUNG
Sham Shui Po,503,16800,2022-04-01 00:00:00,M,33.4,Seaside Sonata,YAU TSIM MONG
Tung Chung Town Centre,540,13000,2022-04-01 00:00:00,L,24.07,Caribbean Coast,ISLANDS
Cheung Sha Wan,539,19000,2022-04-01 00:00:00,L,35.25,The Campton,WAN CHAI
Residence Bel-air,1126,51000,2022-04-01 00:00:00,L,45.29,Air,SOUTHERN
Mid-Levels West,483,29000,2022-04-01 00:00:00,L,60.04,The Morgan,CENTRAL & WESTERN
Mid-Levels West,751,36000,2022-04-01 00:00:00,L,47.94,Vantage Park,CENTRAL & WESTERN
Wan Chai,315,15500,2022-04-01 00:00:00,M,49.21,wanchai,WAN CHAI
City One Shatin,284,11000,2022-04-01 00:00:00,L,38.73,City One Shatin,SHA TIN
City One Shatin,307,11000,2022-04-01 00:00:00,H,35.83,City One Shatin,SHA TIN
City One Shatin,284,10800,2022-04-01 00:00:00,H,38.03,City One Shatin,SHA TIN
City One Shatin,284,11000,2022-04-01 00:00:00,L,38.73,City One Shatin,SHA TIN
Sai Ying Pun,344,20500,2022-04-01 00:00:00,H,59.59,15 Western Street,CENTRAL & WESTERN
Mid-Levels West,434,20500,2022-04-01 00:00:00,M,47.24,Peaksville,CENTRAL & WESTERN
Jordan,248,12500,2022-04-01 00:00:00,H,50.4,City 18,YAU TSIM MONG
Residence Bel-air,723,34000,2022-04-01 00:00:00,M,47.03,Air,SOUTHERN
Residence Bel-air,729,32000,2022-04-01 00:00:00,H,43.9,Air,SOUTHERN
Shek Tong Tsui,332,21000,2022-04-01 00:00:00,H,63.25,Novum West,CENTRAL & WESTERN
Sha Tin,242,12000,2022-04-01 00:00:00,H,49.59,Garden Rivera,SHA TIN
Discovery Bay,1626,70000,2022-04-01 00:00:00,Others,43.05,Discovery Bay,ISLANDS
Discovery Bay,744,20000,2022-04-01 00:00:00,M,26.88,Discovery Bay,ISLANDS
Discovery Bay,870,18000,2022-04-01 00:00:00,L,20.69,Discovery Bay,ISLANDS
Discovery Bay,722,19000,2022-04-01 00:00:00,H,26.32,Discovery Bay,ISLANDS
Discovery Bay,929,30000,2022-04-01 00:00:00,Others,32.29,Discovery Bay,ISLANDS
Discovery Bay,757,16000,2022-04-01 00:00:00,H,21.14,Discovery Bay,ISLANDS
Discovery Bay,1158,28000,2022-04-01 00:00:00,Others,24.18,Discovery Bay,ISLANDS
Discovery Bay,757,18500,2022-04-01 00:00:00,H,24.44,Discovery Bay,ISLANDS
Discovery Bay,534,14000,2022-04-01 00:00:00,M,26.22,Discovery Bay,ISLANDS
Discovery Bay,439,14000,2022-04-01 00:00:00,L,31.89,Discovery Bay,ISLANDS
Discovery Park,645,19750,2022-04-01 00:00:00,M,30.62,Discovery Park,TSUEN WAN
Fanling,596,13500,2022-04-01 00:00:00,L,22.65,8 Royal Green,NORTH
Po Lam,364,12600,2022-04-01 00:00:00,L,34.62,Metro City,SAI KUNG
Fo Tan,935,24000,2022-04-01 00:00:00,M,25.67,Ficus Garden,SHA TIN
Tuen Mun San Hui,435,13500,2022-04-01 00:00:00,M,31.03,Mount Regency,TUEN MUN
Tsuen King Circuit,287,9800,2022-04-01 00:00:00,L,34.15,Tsuen Tak Gardens,TSUEN WAN
Ho Man Tin,1130,46000,2022-04-01 00:00:00,Others,40.71,34 Braga Circuit,KOWLOON CITY
San Po Kong,549,20000,2022-04-01 00:00:00,L,36.43,The Latitude,WONG TAI SIN
Kowloon City,405,11000,2022-04-01 00:00:00,Others,27.16,Jenford Building,KOWLOON CITY
To Kwa Wan,454,17000,2022-04-01 00:00:00,M,37.44,Sky Tower,YAU TSIM MONG
City One Shatin,304,10500,2022-04-01 00:00:00,L,34.54,City One Shatin,SHA TIN
So Kwun Wat,355,9000,2022-04-01 00:00:00,H,25.35,Oma Oma,SOUTHERN
So Kwun Wat,319,9000,2022-04-01 00:00:00,M,28.21,Emerald Bay,TUEN MUN
So Kwun Wat,381,12300,2022-04-01 00:00:00,H,32.28,The Bloomsway,TUEN MUN
Tai Wo Hau,522,16300,2022-04-01 00:00:00,M,31.23,The Rise,TSUEN WAN
Kwun Tong,970,22000,2022-04-01 00:00:00,L,22.68,Yuet Wah Mansion,KWUN TONG
Kwun Tong,574,22000,2022-04-01 00:00:00,L,38.33,Grand Central,KWUN TONG
Kwun Tong,862,29000,2022-04-01 00:00:00,H,33.64,Grand Central,KWUN TONG
Kowloon Station,892,36000,2022-04-01 00:00:00,M,40.36,Grand Austin,YAU TSIM MONG
Tuen Mun Town Centre,327,11000,2022-04-01 00:00:00,H,33.64,Tuen Mun Town Plaza,TUEN MUN
Lohas Park,478,14500,2022-04-01 00:00:00,L,30.33,Lohas Park,SAI KUNG
Tung Chung Town Centre,607,14500,2022-04-01 00:00:00,M,23.89,Tung Chung Crescent,ISLANDS
Tung Chung Town Centre,531,14500,2022-04-01 00:00:00,M,27.31,Seaview Crescent,ISLANDS
Kowloon Bay,473,13000,2022-04-01 00:00:00,L,27.48,Telford Gardens,KWUN TONG
Kowloon Bay,375,13500,2022-04-01 00:00:00,H,36.0,Amoy Gardens,KWUN TONG
Tiu Keng Leng,525,18000,2022-04-01 00:00:00,H,34.29,Ocean Shores,SAI KUNG
Tseung Kwan O,518,17000,2022-04-01 00:00:00,H,32.82,The Wings,SAI KUNG
Lohas Park,380,13500,2022-04-01 00:00:00,L,35.53,Lohas Park,SAI KUNG
Lohas Park,505,15500,2022-04-01 00:00:00,H,30.69,Lohas Park,SAI KUNG
Tiu Keng Leng,679,19500,2022-04-01 00:00:00,M,28.72,Metro Town,SAI KUNG
Lohas Park,458,15000,2022-04-01 00:00:00,M,32.75,Lohas Park,SAI KUNG
Sham Shui Po,507,17000,2022-04-01 00:00:00,M,33.53,Seaside Sonata,YAU TSIM MONG
Cheung Sha Wan,466,18500,2022-04-01 00:00:00,M,39.7,The Campton,WAN CHAI
Tung Chung Town Centre,748,17500,2022-04-01 00:00:00,L,23.4,Caribbean Coast,ISLANDS
Hang Hau,507,15500,2022-04-01 00:00:00,L,30.57,Residence Oasis,SAI KUNG
Po Lam,556,15000,2022-04-01 00:00:00,M,26.98,Finery Park,SAI KUNG
Tuen Mun Town Centre,320,9300,2022-04-01 00:00:00,L,29.06,Mai Kei Building,TUEN MUN
Lohas Park,467,15800,2022-04-01 00:00:00,H,33.83,Lohas Park,SAI KUNG
Lohas Park,541,17000,2022-04-01 00:00:00,H,31.42,Lohas Park,SAI KUNG
Hang Hau,524,17800,2022-04-01 00:00:00,H,33.97,East Point City,SAI KUNG
Hang Hau,377,14700,2022-04-01 00:00:00,L,38.99,La Cite Noble,SAI KUNG
Mid-Levels West,705,28500,2022-04-01 00:00:00,M,40.43,Conduit Tower,CENTRAL & WESTERN
Mid-Levels West,1052,50000,2022-04-01 00:00:00,L,47.53,Robinson Place,CENTRAL & WESTERN
Pok Fu Lam,1012,82800,2022-04-01 00:00:00,H,81.82,Baguio Villa,SOUTHERN
Mei Foo,508,17000,2022-04-01 00:00:00,L,33.46,Mei Foo Sun Chuen,SHAM SHUI PO
Lai Wan,426,13200,2022-04-01 00:00:00,L,30.99,Laichikok Bay Garden,SAI KUNG
Fanling,427,11500,2022-04-01 00:00:00,M,26.93,Belair Monte,NORTH
Yau Yat Tsuen,1014,40000,2022-04-01 00:00:00,Others,39.45,Jade Court,CENTRAL & WESTERN
Olympic Station,561,21700,2022-04-01 00:00:00,H,38.68,The Long Beach,YAU TSIM MONG
Lohas Park,751,24000,2022-04-01 00:00:00,H,31.96,Lohas Park,SAI KUNG
Mid-Levels Central,915,38000,2022-04-01 00:00:00,H,41.53,Phoenix Court,YUEN LONG
Mid-Levels Central,1971,100000,2022-04-01 00:00:00,L,50.74,The Harbourview,CENTRAL & WESTERN
Fanling,526,16000,2022-04-01 00:00:00,H,30.42,Flora Plaza,NORTH
Ho Man Tin,1130,34000,2022-04-01 00:00:00,L,30.09,Harvest Court,KOWLOON CITY
Ho Man Tin,960,45000,2022-04-01 00:00:00,M,46.88,Mantin Heights,KOWLOON CITY
Tuen Mun San Hui,258,9300,2022-04-01 00:00:00,H,36.05,Sun Court,TUEN MUN
Tseung Kwan O,436,15000,2022-04-01 00:00:00,L,34.4,The Grandiose,SAI KUNG
Lohas Park,733,17000,2022-04-01 00:00:00,M,23.19,Lohas Park,SAI KUNG
Tin Shui Wai,633,14000,2022-04-01 00:00:00,H,22.12,Kingswood Villas,YUEN LONG
Tin Shui Wai,442,11000,2022-04-01 00:00:00,M,24.89,Kingswood Villas,YUEN LONG
Tin Shui Wai,547,12200,2022-04-01 00:00:00,H,22.3,Kingswood Villas,YUEN LONG
Sai Wan Ho,863,43800,2022-04-01 00:00:00,M,50.75,Les Saisons,EASTERN
Palm Springs | Fairview,915,25000,2022-04-01 00:00:00,Others,27.32,Fairview Park,YUEN LONG
So Kwun Wat,450,11000,2022-04-01 00:00:00,M,24.44,Oma Oma,SOUTHERN
Kai Tak New Area,465,17000,2022-04-01 00:00:00,H,36.56,Upper Riverbank,CENTRAL & WESTERN
Kai Tak New Area,479,17300,2022-04-01 00:00:00,M,36.12,Upper Riverbank,CENTRAL & WESTERN
Yuen Long Station,1026,25500,2022-04-01 00:00:00,L,24.85,Yoho Town,YUEN LONG
Yuen Long Southeast,663,17000,2022-04-01 00:00:00,M,25.64,Residence 譽88,SAI KUNG
Pak Shek Kok | Tai Po Mid-levels,468,16000,2022-04-01 00:00:00,H,34.19,St Martin,TAI PO
Po Lam,364,12500,2022-04-01 00:00:00,M,34.34,Metro City,SAI KUNG
Causeway Bay,580,31000,2022-04-01 00:00:00,H,53.45,Park Haven,WAN CHAI
Mid-Levels West,733,25000,2022-04-01 00:00:00,L,34.11,Yee Ga Court,CENTRAL & WESTERN
North Point Mid-Levels,652,26000,2022-04-01 00:00:00,H,39.88,Fortress Garden,EASTERN
Sheung Wan,227,12000,2022-04-01 00:00:00,M,52.86,Ava 128,CENTRAL & WESTERN
Kennedy Town,540,16800,2022-04-01 00:00:00,M,31.11,Tung Hing Mansion,CENTRAL & WESTERN
Heng Fa Chuen,826,30500,2022-04-01 00:00:00,L,36.92,Heng Fa Chuen,EASTERN
North Point Mid-Levels,696,25500,2022-04-01 00:00:00,L,36.64,Fortress Garden,EASTERN
Tin Hau,287,15500,2022-04-01 00:00:00,L,54.01,The Hemispheres,WAN CHAI
Kowloon Station,1085,45000,2022-04-01 00:00:00,M,41.47,Sorrento,CENTRAL & WESTERN
Kowloon Station,757,28000,2022-04-01 00:00:00,L,36.99,Sorrento,CENTRAL & WESTERN
Causeway Bay,1516,45000,2022-04-01 00:00:00,L,29.68,Victoria Court,WAN CHAI
Chi Lok,580,13500,2022-04-01 00:00:00,H,23.28,Alpine Garden,TUEN MUN
Tuen Mun San Hui,378,12000,2022-04-01 00:00:00,H,31.75,Mount Regency,TUEN MUN
Heng Fa Chuen,614,21500,2022-04-01 00:00:00,L,35.02,Heng Fa Chuen,EASTERN
So Kwun Wat,351,10000,2022-04-01 00:00:00,M,28.49,Oma Oma,SOUTHERN
So Kwun Wat,223,7500,2022-04-01 00:00:00,L,33.63,Emerald Bay,TUEN MUN
Tsing Lung Tau,1382,28800,2022-04-01 00:00:00,M,20.84,Hong Kong Garden,CENTRAL & WESTERN
Quarry Bay,391,13000,2022-04-01 00:00:00,M,33.25,Nan Fung Sun Chuen,EASTERN
Mid-Levels West,1290,57000,2022-04-01 00:00:00,L,44.19,The Grand Panorama,CENTRAL & WESTERN
Happy Valley,2583,105000,2022-04-01 00:00:00,L,40.65,Broadview Villa,WAN CHAI
Siu Sai Wan,1464,68000,2022-04-01 00:00:00,H,46.45,Island Resort,EASTERN
Shau Kei Wan,344,13500,2022-04-01 00:00:00,M,39.24,Shaukeiwan Plaza,EASTERN
Heng Fa Chuen,474,14500,2022-04-01 00:00:00,H,30.59,Heng Fa Chuen,EASTERN
Shek Tong Tsui,366,20000,2022-04-01 00:00:00,L,54.64,Novum West,CENTRAL & WESTERN
King's Park,962,43000,2022-04-01 00:00:00,L,44.7,Parc Palais,YAU TSIM MONG
Ho Man Tin,222,11000,2022-04-01 00:00:00,L,49.55,Timber House,KOWLOON CITY
Mid-Levels West,600,27000,2022-04-01 00:00:00,M,45.0,Scenic Heights,CENTRAL & WESTERN
Happy Valley,410,20000,2022-04-01 00:00:00,L,48.78,Eight Kwai Fong Happy Valley,WAN CHAI
Happy Valley,1259,60000,2022-04-01 00:00:00,H,47.66,Ventris Place,WAN CHAI
Happy Valley,1513,80000,2022-04-01 00:00:00,M,52.88,Winfield Building,WAN CHAI
Tai Hang Mid-Levels,788,37500,2022-04-01 00:00:00,M,47.59,Serenade,WAN CHAI
Sai Ying Pun,552,30500,2022-04-01 00:00:00,H,55.25,Island Crest,CENTRAL & WESTERN
Sai Ying Pun,252,15000,2022-04-01 00:00:00,L,59.52,Artlane,CENTRAL & WESTERN
Siu Sai Wan,323,14000,2022-04-01 00:00:00,L,43.34,Island Resort,EASTERN
Siu Sai Wan,455,17500,2022-04-01 00:00:00,M,38.46,Island Resort,EASTERN
Siu Sai Wan,465,18500,2022-04-01 00:00:00,M,39.78,Island Resort,EASTERN
North Point,287,18000,2022-04-01 00:00:00,H,62.72,Novum Point,EASTERN
Yuen Long Station,411,12300,2022-04-01 00:00:00,L,29.93,Yoho Town,YUEN LONG
Hang Hau,490,16000,2022-04-01 00:00:00,H,32.65,Residence Oasis,SAI KUNG
Lohas Park,1057,29000,2022-04-01 00:00:00,L,27.44,Lohas Park,SAI KUNG
Lohas Park,467,15800,2022-04-01 00:00:00,M,33.83,Lohas Park,SAI KUNG
Lohas Park,761,15500,2022-04-01 00:00:00,H,20.37,Lohas Park,SAI KUNG
Tseung Kwan O,701,27000,2022-04-01 00:00:00,H,38.52,The Wings,SAI KUNG
Lohas Park,541,19500,2022-04-01 00:00:00,H,36.04,Lohas Park,SAI KUNG
Lohas Park,472,14000,2022-04-01 00:00:00,M,29.66,Lohas Park,SAI KUNG
Lohas Park,374,14500,2022-04-01 00:00:00,M,38.77,Lohas Park,SAI KUNG
Lohas Park,541,18800,2022-04-01 00:00:00,H,34.75,Lohas Park,SAI KUNG
Tseung Kwan O,618,21000,2022-04-01 00:00:00,M,33.98,Alto Residences,SAI KUNG
Tseung Kwan O,442,15500,2022-04-01 00:00:00,L,35.07,Tseung Kwan O Plaza,SAI KUNG
Tiu Keng Leng,657,22000,2022-04-01 00:00:00,H,33.49,Ocean Shores,SAI KUNG
Wong Tai Sin,827,25000,2022-04-01 00:00:00,M,30.23,Lions Rise,WONG TAI SIN
Diamond Hill,593,21000,2022-04-01 00:00:00,M,35.41,Galaxia,WONG TAI SIN
To Kwa Wan,349,15200,2022-04-01 00:00:00,M,43.55,93 Pau Chung Street,KOWLOON CITY
Four Little Dragons,502,17000,2022-04-01 00:00:00,L,33.86,Aqua Marine,TAI PO
Olympic Station,957,37000,2022-04-01 00:00:00,L,38.66,Florient Rise,YAU TSIM MONG
Four Little Dragons,468,17500,2022-04-01 00:00:00,L,37.39,Banyan Garden,SHAM SHUI PO
Sham Shui Po,477,16500,2022-04-01 00:00:00,M,34.59,Seaside Sonata,YAU TSIM MONG
Four Little Dragons,605,39800,2022-04-01 00:00:00,L,65.79,The Pacifica,SHAM SHUI PO
Sham Shui Po,490,17000,2022-04-01 00:00:00,L,34.69,Seaside Sonata,YAU TSIM MONG
Lam Tin,517,13000,2022-04-01 00:00:00,M,25.15,Laguna City,KWUN TONG
Lam Tin,517,14000,2022-04-01 00:00:00,L,27.08,Laguna City,KWUN TONG
Lam Tin,612,18000,2022-04-01 00:00:00,M,29.41,Sceneway Garden,KWUN TONG
Kowloon Bay,375,12800,2022-04-01 00:00:00,H,34.13,Amoy Gardens,KWUN TONG
Kowloon Tong,809,26800,2022-04-01 00:00:00,L,33.13,Happy Garden,KOWLOON CITY
Tiu Keng Leng,492,16000,2022-04-01 00:00:00,H,32.52,Metro Town,SAI KUNG
Sham Shui Po,203,11000,2022-04-01 00:00:00,H,54.19,Ava 228,CENTRAL & WESTERN
Cheung Sha Wan,428,16800,2022-04-01 00:00:00,L,39.25,The Ascent,SHAM SHUI PO
Tiu Keng Leng,516,15800,2022-04-01 00:00:00,H,30.62,Ocean Shores,SAI KUNG
Tseung Kwan O,428,14500,2022-04-01 00:00:00,L,33.88,Tseung Kwan O Plaza,SAI KUNG
Lohas Park,702,21000,2022-04-01 00:00:00,H,29.91,Lohas Park,SAI KUNG
Lohas Park,545,17500,2022-04-01 00:00:00,L,32.11,Lohas Park,SAI KUNG
Kai Tak New Area,526,19300,2022-04-01 00:00:00,H,36.69,One Kai Tak,KOWLOON CITY
Kowloon Bay,512,15000,2022-04-01 00:00:00,H,29.3,Telford Gardens,KWUN TONG
Kowloon Bay,390,12500,2022-04-01 00:00:00,L,32.05,Amoy Gardens,KWUN TONG
Kowloon Bay,282,11000,2022-04-01 00:00:00,L,39.01,Tak Bo Garden,KWUN TONG
Tseung Kwan O,484,12000,2022-04-01 00:00:00,L,24.79,Bauhinia Garden,SAI KUNG
Kowloon City,316,14500,2022-04-01 00:00:00,L,45.89,Genius Court,KOWLOON CITY
Kai Tak New Area,459,17000,2022-04-01 00:00:00,H,37.04,Summit,YAU TSIM MONG
Kowloon Station,853,42500,2022-04-01 00:00:00,H,49.82,Sorrento,CENTRAL & WESTERN
Tsim Sha Tsui,1713,88000,2022-04-01 00:00:00,H,51.37,The Masterpiece,YAU TSIM MONG
Kowloon Station,1798,68000,2022-04-01 00:00:00,H,37.82,The Harbourside,EASTERN
Whampoa,590,21000,2022-04-01 00:00:00,M,35.59,Harbour Place,KOWLOON CITY
Olympic Station,549,22000,2022-04-01 00:00:00,H,40.07,The Long Beach,YAU TSIM MONG
Mong Kok,318,12800,2022-04-01 00:00:00,L,40.25,Foo Tat Building,YAU TSIM MONG
Lohas Park,770,23500,2022-04-01 00:00:00,L,30.52,Lohas Park,SAI KUNG
Four Little Dragons,473,16000,2022-04-01 00:00:00,M,33.83,Banyan Garden,SHAM SHUI PO
Mei Foo,460,15000,2022-04-01 00:00:00,H,32.61,Mei Foo Sun Chuen,SHAM SHUI PO
Kowloon Bay,494,15000,2022-04-01 00:00:00,H,30.36,Telford Gardens,KWUN TONG
Kai Tak New Area,333,15000,2022-04-01 00:00:00,L,45.05,Summit,YAU TSIM MONG
Tai Kok Tsui,283,11500,2022-04-01 00:00:00,L,40.64,Park Summit,YAU TSIM MONG
Sham Shui Po,503,18000,2022-04-01 00:00:00,H,35.79,Seaside Sonata,YAU TSIM MONG
